author_tweet,username,name,created_at,text,likes,retweets
"Permisi, saya baru aktif lagi di LinkedIn setahun terakhir, ini maksudnya apa ya? Saya kira saya ikut Produce 101 tadi… 🙏🏼

https://t.co/DVfpx3zwR1 https://t.co/6ZFkjpy7EF",j1tensha,hikkiii,Sun Oct 26 00:17:47 +0000 2025,"@aniesbaswedan pak, sudah saya vote kemarin, tapi kok ga debut?😭",3908,439
"Permisi, saya baru aktif lagi di LinkedIn setahun terakhir, ini maksudnya apa ya? Saya kira saya ikut Produce 101 tadi… 🙏🏼

https://t.co/DVfpx3zwR1 https://t.co/6ZFkjpy7EF",sound_of_miaww,Miọ^᪲᪲᪲ ⋆ 🍉🌸ྀི,Sun Oct 26 01:17:54 +0000 2025,"@aniesbaswedan Full name: park ahn nice
Stage name: aju nice
Fandom name: anak abah",1802,122
"Permisi, saya baru aktif lagi di LinkedIn setahun terakhir, ini maksudnya apa ya? Saya kira saya ikut Produce 101 tadi… 🙏🏼

https://t.co/DVfpx3zwR1 https://t.co/6ZFkjpy7EF",Manggissblue,Manggiss,Sun Oct 26 00:39:58 +0000 2025,"@aniesbaswedan Heol, apakah peserta ini yang sering mendapat evil editing, manipulasi voting, bahkan banyak cyberbullying? Produce 101 gaesaekki.",1904,152
"Permisi, saya baru aktif lagi di LinkedIn setahun terakhir, ini maksudnya apa ya? Saya kira saya ikut Produce 101 tadi… 🙏🏼

https://t.co/DVfpx3zwR1 https://t.co/6ZFkjpy7EF",saoirsoule,Nica.,Sun Oct 26 00:43:47 +0000 2025,"@aniesbaswedan Next stage tolong bawain lagu ini ya pak. 🙏

https://t.co/MRbijWQZYm",206,14
"Permisi, saya baru aktif lagi di LinkedIn setahun terakhir, ini maksudnya apa ya? Saya kira saya ikut Produce 101 tadi… 🙏🏼

https://t.co/DVfpx3zwR1 https://t.co/6ZFkjpy7EF",blaxkforest,naan ꩜ .ᐟ,Sun Oct 26 01:37:25 +0000 2025,"@aniesbaswedan pak lucu terus traumanya apa?

…kalah ama yg manipulasi voting ya?😌",212,8
"Permisi, saya baru aktif lagi di LinkedIn setahun terakhir, ini maksudnya apa ya? Saya kira saya ikut Produce 101 tadi… 🙏🏼

https://t.co/DVfpx3zwR1 https://t.co/6ZFkjpy7EF",iannisaaa_,🦉soylagooo🦉 #team55,Sun Oct 26 00:13:09 +0000 2025,@aniesbaswedan Berasa Jang Wonyoung kali ah bapak inii 😭😭🤣,851,26
"Permisi, saya baru aktif lagi di LinkedIn setahun terakhir, ini maksudnya apa ya? Saya kira saya ikut Produce 101 tadi… 🙏🏼

https://t.co/DVfpx3zwR1 https://t.co/6ZFkjpy7EF",deerhaechan,dep,Sun Oct 26 01:38:55 +0000 2025,@aniesbaswedan @nordicnor klo ikut kayaknya langganan kena evil editing sih ini wkwk,0,0
"Permisi, saya baru aktif lagi di LinkedIn setahun terakhir, ini maksudnya apa ya? Saya kira saya ikut Produce 101 tadi… 🙏🏼

https://t.co/DVfpx3zwR1 https://t.co/6ZFkjpy7EF",ayampeunyet,Nina.,Sun Oct 26 00:18:37 +0000 2025,@aniesbaswedan Ikut Produce 101 apakah termasuk sering kena evil editing pak? Maaf sekedar bertanya 🙏🏻,648,0
"Permisi, saya baru aktif lagi di LinkedIn setahun terakhir, ini maksudnya apa ya? Saya kira saya ikut Produce 101 tadi… 🙏🏼

https://t.co/DVfpx3zwR1 https://t.co/6ZFkjpy7EF",kitoorah,nov,Sun Oct 26 00:23:25 +0000 2025,"@aniesbaswedan Udah banyak yang vote, tapi kena evil editing mulu ampee gak kepilihh😭😭🙏🏻🙏🏻",743,40
"Permisi, saya baru aktif lagi di LinkedIn setahun terakhir, ini maksudnya apa ya? Saya kira saya ikut Produce 101 tadi… 🙏🏼

https://t.co/DVfpx3zwR1 https://t.co/6ZFkjpy7EF",sarinem2000,sarinem,Sun Oct 26 01:19:47 +0000 2025,"@aniesbaswedan ngerti-ngertian aja bapak sama produce 101.. siapa pak pembisiknya? 
btw, selamat debut di linkeboy pak 🎊🥇",1,0
"Permisi, saya baru aktif lagi di LinkedIn setahun terakhir, ini maksudnya apa ya? Saya kira saya ikut Produce 101 tadi… 🙏🏼

https://t.co/DVfpx3zwR1 https://t.co/6ZFkjpy7EF",muggle_lily,Yo_muggle,Sun Oct 26 05:24:39 +0000 2025,"@aniesbaswedan Saya uda vote bapak di Produce 11/100 pak, sampe bela2in ngejar konser Desak Anies keluar kota... tapi gegara vote manipulation, idol gw Park Ahn Nice ga jadi debut... 😭😭😭",148,6
"Permisi, saya baru aktif lagi di LinkedIn setahun terakhir, ini maksudnya apa ya? Saya kira saya ikut Produce 101 tadi… 🙏🏼

https://t.co/DVfpx3zwR1 https://t.co/6ZFkjpy7EF",kimchanu06,Kim Chanu,Sun Oct 26 01:36:37 +0000 2025,@aniesbaswedan Jang wonyoung tah bapak iki?😳 https://t.co/1kAJKWHSXc,120,1
"Permisi, saya baru aktif lagi di LinkedIn setahun terakhir, ini maksudnya apa ya? Saya kira saya ikut Produce 101 tadi… 🙏🏼

https://t.co/DVfpx3zwR1 https://t.co/6ZFkjpy7EF",nugusiyu,✶ 1312!,Sun Oct 26 02:09:19 +0000 2025,@aniesbaswedan ngerti ngertian produce 101 jir 🤣🤣🤣 bapak kemarin terakhir ikut yang ada vote votean kan gak menang pak,1,0
"Permisi, saya baru aktif lagi di LinkedIn setahun terakhir, ini maksudnya apa ya? Saya kira saya ikut Produce 101 tadi… 🙏🏼

https://t.co/DVfpx3zwR1 https://t.co/6ZFkjpy7EF",dilaura_exp,Dilaura 迪🎶🐟,Sun Oct 26 01:23:33 +0000 2025,"@aniesbaswedan Aman pak, pelaku vote manipulation sudah ditangkap. https://t.co/V5B7az5ors",124,3
"Permisi, saya baru aktif lagi di LinkedIn setahun terakhir, ini maksudnya apa ya? Saya kira saya ikut Produce 101 tadi… 🙏🏼

https://t.co/DVfpx3zwR1 https://t.co/6ZFkjpy7EF",dhykibumelf,ϑhĭγα ƒαuzĭαh Ulfαh,Sun Oct 26 00:38:07 +0000 2025,"@aniesbaswedan Nyanyi ""Pick me pick me pick me up"" dong pak😅",54,3
"Permisi, saya baru aktif lagi di LinkedIn setahun terakhir, ini maksudnya apa ya? Saya kira saya ikut Produce 101 tadi… 🙏🏼

https://t.co/DVfpx3zwR1 https://t.co/6ZFkjpy7EF",awecho99,Skystalker,Sun Oct 26 07:08:36 +0000 2025,"@aniesbaswedan Konteksnya apa ya @grok , produce 101 yang dimaksud ini apa",0,0
"Permisi, saya baru aktif lagi di LinkedIn setahun terakhir, ini maksudnya apa ya? Saya kira saya ikut Produce 101 tadi… 🙏🏼

https://t.co/DVfpx3zwR1 https://t.co/6ZFkjpy7EF",crystljk,dee⁷,Sun Oct 26 00:11:08 +0000 2025,"@aniesbaswedan ""SAYA KIRA SAYA IKUT PRODUCE 101 TADI"" PAK?!😭😭😭",312,1
"Permisi, saya baru aktif lagi di LinkedIn setahun terakhir, ini maksudnya apa ya? Saya kira saya ikut Produce 101 tadi… 🙏🏼

https://t.co/DVfpx3zwR1 https://t.co/6ZFkjpy7EF",ddaiifuku,mal,Sun Oct 26 03:29:05 +0000 2025,"@aniesbaswedan Produce 101 udah gaada, skrng adanya boys planet. Kurang update, nice try park ahn nice. Nnti next boys 3 planet join aj as individual trainee yh biar bisa nyanyi nayana",1,0
"Permisi, saya baru aktif lagi di LinkedIn setahun terakhir, ini maksudnya apa ya? Saya kira saya ikut Produce 101 tadi… 🙏🏼

https://t.co/DVfpx3zwR1 https://t.co/6ZFkjpy7EF",yihyur,nin🅰️,Sun Oct 26 03:34:00 +0000 2025,@aniesbaswedan pak sekedar bertanya apa bapak the next kim jonghyun ap gmn❓,0,0
"Permisi, saya baru aktif lagi di LinkedIn setahun terakhir, ini maksudnya apa ya? Saya kira saya ikut Produce 101 tadi… 🙏🏼

https://t.co/DVfpx3zwR1 https://t.co/6ZFkjpy7EF",nightswalk,Juls.,Sun Oct 26 01:16:53 +0000 2025,@aniesbaswedan Pak Anies tau Produce 101.. https://t.co/64tbu1Qb4p,37,0
"Permisi, saya baru aktif lagi di LinkedIn setahun terakhir, ini maksudnya apa ya? Saya kira saya ikut Produce 101 tadi… 🙏🏼

https://t.co/DVfpx3zwR1 https://t.co/6ZFkjpy7EF",mansggo,vivi,Sun Oct 26 00:43:45 +0000 2025,@aniesbaswedan iya pak P1 podium tuhh selamat atas debutnya👏🏻👏🏻🙂‍↔️,0,0
"Permisi, saya baru aktif lagi di LinkedIn setahun terakhir, ini maksudnya apa ya? Saya kira saya ikut Produce 101 tadi… 🙏🏼

https://t.co/DVfpx3zwR1 https://t.co/6ZFkjpy7EF",keketerbang,ke,Sun Oct 26 03:58:23 +0000 2025,@aniesbaswedan tau tauan produce 😭😭😭😭,1,0
"Permisi, saya baru aktif lagi di LinkedIn setahun terakhir, ini maksudnya apa ya? Saya kira saya ikut Produce 101 tadi… 🙏🏼

https://t.co/DVfpx3zwR1 https://t.co/6ZFkjpy7EF",vinatge_custom,F,Sun Oct 26 00:32:18 +0000 2025,"@aniesbaswedan Pak Anie tau produce 101 aja udah wow 😭😭
Next jadi kim daniel yaa pak ""pick me pick me up""",54,1
"Permisi, saya baru aktif lagi di LinkedIn setahun terakhir, ini maksudnya apa ya? Saya kira saya ikut Produce 101 tadi… 🙏🏼

https://t.co/DVfpx3zwR1 https://t.co/6ZFkjpy7EF",otak_geser2021,otak geser,Sun Oct 26 01:08:06 +0000 2025,@aniesbaswedan Bahaya Pak Anies dah tau projus 101 gais https://t.co/ICSxgBFKnr,85,0
"Permisi, saya baru aktif lagi di LinkedIn setahun terakhir, ini maksudnya apa ya? Saya kira saya ikut Produce 101 tadi… 🙏🏼

https://t.co/DVfpx3zwR1 https://t.co/6ZFkjpy7EF",supramodif,Jonathan,Sun Oct 26 01:52:01 +0000 2025,@aniesbaswedan Ahn ni seu https://t.co/lt3jhWqxeF,39,1
"Permisi, saya baru aktif lagi di LinkedIn setahun terakhir, ini maksudnya apa ya? Saya kira saya ikut Produce 101 tadi… 🙏🏼

https://t.co/DVfpx3zwR1 https://t.co/6ZFkjpy7EF",eyesoftiger1010,cocoa 🇵🇸,Sun Oct 26 00:32:35 +0000 2025,@aniesbaswedan Produce 101 ga tuhhhh 😭😭 @diarykunii,0,0
"Permisi, saya baru aktif lagi di LinkedIn setahun terakhir, ini maksudnya apa ya? Saya kira saya ikut Produce 101 tadi… 🙏🏼

https://t.co/DVfpx3zwR1 https://t.co/6ZFkjpy7EF",Adritssions,i3L,Sun Oct 26 01:35:49 +0000 2025,@aniesbaswedan URI JANG WONYOUNG,0,0
"Permisi, saya baru aktif lagi di LinkedIn setahun terakhir, ini maksudnya apa ya? Saya kira saya ikut Produce 101 tadi… 🙏🏼

https://t.co/DVfpx3zwR1 https://t.co/6ZFkjpy7EF",ubitela,Ara,Sun Oct 26 01:28:04 +0000 2025,@aniesbaswedan Bapak lu noh ngikutin pd101 @aubauba,0,0
"Permisi, saya baru aktif lagi di LinkedIn setahun terakhir, ini maksudnya apa ya? Saya kira saya ikut Produce 101 tadi… 🙏🏼

https://t.co/DVfpx3zwR1 https://t.co/6ZFkjpy7EF",isntfarizz,Adit,Sun Oct 26 04:53:21 +0000 2025,@aniesbaswedan wkwkwk lucu bgt,9,0
"Permisi, saya baru aktif lagi di LinkedIn setahun terakhir, ini maksudnya apa ya? Saya kira saya ikut Produce 101 tadi… 🙏🏼

https://t.co/DVfpx3zwR1 https://t.co/6ZFkjpy7EF",randimanalo,Rakyat Jenaka,Sun Oct 26 00:14:19 +0000 2025,"@aniesbaswedan Menurut penelitian, LinkedIn itu medsos paling toxic. Jangan main LinkedIn lagi pak. Isinya cuma flexing",64,0
"Permisi, saya baru aktif lagi di LinkedIn setahun terakhir, ini maksudnya apa ya? Saya kira saya ikut Produce 101 tadi… 🙏🏼

https://t.co/DVfpx3zwR1 https://t.co/6ZFkjpy7EF",NabilaTamil98,Iwan sangean,Sun Oct 26 16:02:59 +0000 2025,@aniesbaswedan @grok apakah anies baswedan bisa jadi presiden indonesia pada pemilu 2029 mendatang...,0,0
"Permisi, saya baru aktif lagi di LinkedIn setahun terakhir, ini maksudnya apa ya? Saya kira saya ikut Produce 101 tadi… 🙏🏼

https://t.co/DVfpx3zwR1 https://t.co/6ZFkjpy7EF",wayargirl,🌷,Sun Oct 26 01:37:08 +0000 2025,@aniesbaswedan WKWKWKWKWKWKWK emang KPU rasanya sama kayak MNET sih pak 😭😭😭😭😭 ada uler2nya 🐍🐍🐍🐍,78,0
"Permisi, saya baru aktif lagi di LinkedIn setahun terakhir, ini maksudnya apa ya? Saya kira saya ikut Produce 101 tadi… 🙏🏼

https://t.co/DVfpx3zwR1 https://t.co/6ZFkjpy7EF",jeonshbrnn,ra 🦦,Sun Oct 26 11:04:27 +0000 2025,@aniesbaswedan loh pak anies tau produce 101 juga 😭,0,0
"Permisi, saya baru aktif lagi di LinkedIn setahun terakhir, ini maksudnya apa ya? Saya kira saya ikut Produce 101 tadi… 🙏🏼

https://t.co/DVfpx3zwR1 https://t.co/6ZFkjpy7EF",muggle_lily,Yo_muggle,Sun Oct 26 05:20:34 +0000 2025,"@aniesbaswedan Astaga ngerti aja Produce 101..... 🤣🤣🤣 Lucu terus sih paaak, traumanya apaaa....",3,0
"Permisi, saya baru aktif lagi di LinkedIn setahun terakhir, ini maksudnya apa ya? Saya kira saya ikut Produce 101 tadi… 🙏🏼

https://t.co/DVfpx3zwR1 https://t.co/6ZFkjpy7EF",white_lyly,○Lily Evans○,Sun Oct 26 00:14:40 +0000 2025,"@aniesbaswedan Mas anies, mas anies, artinya itu kita jd produser nasional yg bs mendepak anda 😂. Jgn lupa fairy endingnya kl mau tetap di atas",56,0
"Permisi, saya baru aktif lagi di LinkedIn setahun terakhir, ini maksudnya apa ya? Saya kira saya ikut Produce 101 tadi… 🙏🏼

https://t.co/DVfpx3zwR1 https://t.co/6ZFkjpy7EF",doremifxc,DOR!,Sun Oct 26 02:16:52 +0000 2025,@aniesbaswedan Pak anies tau2an aja pd101😭,1,0
"Permisi, saya baru aktif lagi di LinkedIn setahun terakhir, ini maksudnya apa ya? Saya kira saya ikut Produce 101 tadi… 🙏🏼

https://t.co/DVfpx3zwR1 https://t.co/6ZFkjpy7EF",Yoboseyo61,Yoboseyo99☔️,Mon Oct 27 07:19:46 +0000 2025,@aniesbaswedan kutukan kursi p1 gak sih.. jadi ga debut,0,0
"Permisi, saya baru aktif lagi di LinkedIn setahun terakhir, ini maksudnya apa ya? Saya kira saya ikut Produce 101 tadi… 🙏🏼

https://t.co/DVfpx3zwR1 https://t.co/6ZFkjpy7EF",Serealzn_a,Humivumi,Sun Oct 26 00:33:46 +0000 2025,"@aniesbaswedan Iya saya paham bapak sering kena evil editing, tapi bukan berarti bapak masuk ke Produce 101 🥲",95,0
"Permisi, saya baru aktif lagi di LinkedIn setahun terakhir, ini maksudnya apa ya? Saya kira saya ikut Produce 101 tadi… 🙏🏼

https://t.co/DVfpx3zwR1 https://t.co/6ZFkjpy7EF",tomiechains,...,Sun Oct 26 02:38:18 +0000 2025,@aniesbaswedan Dr mana beliau ini tau produce 101....,2,0
"Permisi, saya baru aktif lagi di LinkedIn setahun terakhir, ini maksudnya apa ya? Saya kira saya ikut Produce 101 tadi… 🙏🏼

https://t.co/DVfpx3zwR1 https://t.co/6ZFkjpy7EF",erinaylil,ylil ☽̶☾,Sun Oct 26 14:14:24 +0000 2025,"@aniesbaswedan Peserta satu ini lucu bgt, sayang kmrn gagal debut. Padahal udh gw bela²in support nonton konsernya, tp gara² evil editing malah kalah, aisshh😩",9,0
"Permisi, saya baru aktif lagi di LinkedIn setahun terakhir, ini maksudnya apa ya? Saya kira saya ikut Produce 101 tadi… 🙏🏼

https://t.co/DVfpx3zwR1 https://t.co/6ZFkjpy7EF",loopseey,loopless,Sun Oct 26 02:50:10 +0000 2025,@aniesbaswedan Ya ga mungkin to paak..wong suara njenengan plakndagig ngono eee,4,0
"Permisi, saya baru aktif lagi di LinkedIn setahun terakhir, ini maksudnya apa ya? Saya kira saya ikut Produce 101 tadi… 🙏🏼

https://t.co/DVfpx3zwR1 https://t.co/6ZFkjpy7EF",MayYuqii,MayYuqi*,Sun Oct 26 01:08:59 +0000 2025,"@aniesbaswedan Wkwkwk pak anis yg suka kena evil editing.. Pantes jadi sering dihujat ama I-Netz 🤣
Pak.. Klo udah debut Nanti klo soal nyanyi gampang, banyakin autotune aja ya pak.. 
Yg penting pas ngedance siapin banyak salonpas  ama minyak kayu putih 🤣",45,0
"Permisi, saya baru aktif lagi di LinkedIn setahun terakhir, ini maksudnya apa ya? Saya kira saya ikut Produce 101 tadi… 🙏🏼

https://t.co/DVfpx3zwR1 https://t.co/6ZFkjpy7EF",jstwillians,Justin Willians 🎸|| UKOI Virtual,Sun Oct 26 00:48:14 +0000 2025,@aniesbaswedan Jangan sok imut Pak. Anda bukan Jang Wonyoung.,20,0
"Permisi, saya baru aktif lagi di LinkedIn setahun terakhir, ini maksudnya apa ya? Saya kira saya ikut Produce 101 tadi… 🙏🏼

https://t.co/DVfpx3zwR1 https://t.co/6ZFkjpy7EF",me_ade10,me_ade10,Sun Oct 26 01:57:16 +0000 2025,@aniesbaswedan Tanggal resmi debut kapan pak? Bapak urutan 1 berarti center of group yak nanti,13,0
"Permisi, saya baru aktif lagi di LinkedIn setahun terakhir, ini maksudnya apa ya? Saya kira saya ikut Produce 101 tadi… 🙏🏼

https://t.co/DVfpx3zwR1 https://t.co/6ZFkjpy7EF",jeikeiy,ca,Sun Oct 26 00:14:30 +0000 2025,@aniesbaswedan itu artinya bapak debut sebagai center pak,13,0
"Permisi, saya baru aktif lagi di LinkedIn setahun terakhir, ini maksudnya apa ya? Saya kira saya ikut Produce 101 tadi… 🙏🏼

https://t.co/DVfpx3zwR1 https://t.co/6ZFkjpy7EF",FarisKaisan,HP Giveaway,Sun Oct 26 00:44:50 +0000 2025,"@aniesbaswedan Wah pantes, belum debut aja dikatain bocah pick me mulu nih",21,0
"Permisi, saya baru aktif lagi di LinkedIn setahun terakhir, ini maksudnya apa ya? Saya kira saya ikut Produce 101 tadi… 🙏🏼

https://t.co/DVfpx3zwR1 https://t.co/6ZFkjpy7EF",bread_selling,TXT DARI SELLING BREAD (SAHWA BAKERY ),Sun Oct 26 00:16:46 +0000 2025,"@aniesbaswedan Bapak sebenernya pewaris tunggal dari perusahan Zhang...
😅",19,0
"Permisi, saya baru aktif lagi di LinkedIn setahun terakhir, ini maksudnya apa ya? Saya kira saya ikut Produce 101 tadi… 🙏🏼

https://t.co/DVfpx3zwR1 https://t.co/6ZFkjpy7EF",ikawatibashiron,ikawati bashiron,Mon Oct 27 00:03:40 +0000 2025,"@aniesbaswedan Jangan lupa non aktifkan fitur Data for regenerative AI pak, banyak mata air mulai menghilang dan data center AI butuh jutaan kubik air buat dinginin server 😔😔 https://t.co/uALr9F5BB9",1,0
"Permisi, saya baru aktif lagi di LinkedIn setahun terakhir, ini maksudnya apa ya? Saya kira saya ikut Produce 101 tadi… 🙏🏼

https://t.co/DVfpx3zwR1 https://t.co/6ZFkjpy7EF",yixingmia1007,xingmitober𓃗,Sun Oct 26 02:34:32 +0000 2025,@aniesbaswedan Pasti screen time nya dikit banget y pak dan sering kena edit jelek? Mnet emang gitu,2,0
"Permisi, saya baru aktif lagi di LinkedIn setahun terakhir, ini maksudnya apa ya? Saya kira saya ikut Produce 101 tadi… 🙏🏼

https://t.co/DVfpx3zwR1 https://t.co/6ZFkjpy7EF",devvistyping,dev🌻,Sun Oct 26 05:09:35 +0000 2025,@aniesbaswedan ditunggu crumbsnya park ahn nice x jang won young para serba salah of the year ✨,11,0
"Permisi, saya baru aktif lagi di LinkedIn setahun terakhir, ini maksudnya apa ya? Saya kira saya ikut Produce 101 tadi… 🙏🏼

https://t.co/DVfpx3zwR1 https://t.co/6ZFkjpy7EF",joolovelyj20135,joolovelyjun,Sun Oct 26 00:31:09 +0000 2025,"@aniesbaswedan Pak tauan produce 101 😭
Dulu pas kampanye kudunya nyanyi ""pick me pick me up""",17,0
"Permisi, saya baru aktif lagi di LinkedIn setahun terakhir, ini maksudnya apa ya? Saya kira saya ikut Produce 101 tadi… 🙏🏼

https://t.co/DVfpx3zwR1 https://t.co/6ZFkjpy7EF",moonviary,ary 🐒,Sun Oct 26 02:28:11 +0000 2025,@aniesbaswedan Kocak banget sih ampun pak 😭😭😭,0,0
"Permisi, saya baru aktif lagi di LinkedIn setahun terakhir, ini maksudnya apa ya? Saya kira saya ikut Produce 101 tadi… 🙏🏼

https://t.co/DVfpx3zwR1 https://t.co/6ZFkjpy7EF",eitteun,ねこ,Sun Oct 26 11:41:26 +0000 2025,"@aniesbaswedan BLIO INI TANYA APA PAMER????? 😭😭😭
Btw, abah biasnya siapa di Produce 101?",2,0
"Permisi, saya baru aktif lagi di LinkedIn setahun terakhir, ini maksudnya apa ya? Saya kira saya ikut Produce 101 tadi… 🙏🏼

https://t.co/DVfpx3zwR1 https://t.co/6ZFkjpy7EF",ltnrisme,Lt 💫,Sun Oct 26 00:41:36 +0000 2025,@aniesbaswedan hahahha pak 😭,0,0
"Permisi, saya baru aktif lagi di LinkedIn setahun terakhir, ini maksudnya apa ya? Saya kira saya ikut Produce 101 tadi… 🙏🏼

https://t.co/DVfpx3zwR1 https://t.co/6ZFkjpy7EF",leowonangell,deww || white loopy 🩷🤍,Sun Oct 26 07:56:03 +0000 2025,@aniesbaswedan Pakk ikutann bopeul ajaaaa jangan produce 101 banyakkan curangnya tuh acara 🙄🙄,0,0
"Permisi, saya baru aktif lagi di LinkedIn setahun terakhir, ini maksudnya apa ya? Saya kira saya ikut Produce 101 tadi… 🙏🏼

https://t.co/DVfpx3zwR1 https://t.co/6ZFkjpy7EF",nnafa71,a_10,Sun Oct 26 00:17:12 +0000 2025,"@aniesbaswedan ""Produce 101"" iya pak soalnya kan mau jadi idol pak🤣😂 masalah suara nanti nego gampang pak 😭😭😭",7,0
"Permisi, saya baru aktif lagi di LinkedIn setahun terakhir, ini maksudnya apa ya? Saya kira saya ikut Produce 101 tadi… 🙏🏼

https://t.co/DVfpx3zwR1 https://t.co/6ZFkjpy7EF",_iwooni,Nezz❄,Sun Oct 26 00:28:26 +0000 2025,@aniesbaswedan Pak yg bener aja pak 😭 itu bapak top 1 karena kita mass vote masa lupa 😅,23,0
"Permisi, saya baru aktif lagi di LinkedIn setahun terakhir, ini maksudnya apa ya? Saya kira saya ikut Produce 101 tadi… 🙏🏼

https://t.co/DVfpx3zwR1 https://t.co/6ZFkjpy7EF",kabitamam,ᶻ 𝗓 𐰁 🐘 𐰁 𝗓 ᶻ,Sun Oct 26 01:30:02 +0000 2025,@aniesbaswedan kan emang center pak kayak wonyoung serba salah,0,0
"Permisi, saya baru aktif lagi di LinkedIn setahun terakhir, ini maksudnya apa ya? Saya kira saya ikut Produce 101 tadi… 🙏🏼

https://t.co/DVfpx3zwR1 https://t.co/6ZFkjpy7EF",lubeleehan,aya🫧 kinda ia,Sun Oct 26 22:58:48 +0000 2025,@aniesbaswedan pd101 bgt gatuh ih😭,0,0
"Permisi, saya baru aktif lagi di LinkedIn setahun terakhir, ini maksudnya apa ya? Saya kira saya ikut Produce 101 tadi… 🙏🏼

https://t.co/DVfpx3zwR1 https://t.co/6ZFkjpy7EF",hayasekenakun,haya ke dua,Mon Oct 27 01:54:54 +0000 2025,@aniesbaswedan mantep lu nis gw liat liat,0,0
"Permisi, saya baru aktif lagi di LinkedIn setahun terakhir, ini maksudnya apa ya? Saya kira saya ikut Produce 101 tadi… 🙏🏼

https://t.co/DVfpx3zwR1 https://t.co/6ZFkjpy7EF",luffyawn,Yiya,Sun Oct 26 00:14:00 +0000 2025,@aniesbaswedan ”saya kira ikut produce 101 tadi” masih pagi udh lucu aja ni orang 😭😭😭,0,0
"Permisi, saya baru aktif lagi di LinkedIn setahun terakhir, ini maksudnya apa ya? Saya kira saya ikut Produce 101 tadi… 🙏🏼

https://t.co/DVfpx3zwR1 https://t.co/6ZFkjpy7EF",kitty_gandalf,Gandalf Kitty | Aran,Sun Oct 26 01:15:27 +0000 2025,"@aniesbaswedan pak, bapak gaboleh gitu, suara bapak kan ah sudahlah 🥲",0,0
"Permisi, saya baru aktif lagi di LinkedIn setahun terakhir, ini maksudnya apa ya? Saya kira saya ikut Produce 101 tadi… 🙏🏼

https://t.co/DVfpx3zwR1 https://t.co/6ZFkjpy7EF",estehduluuu,Nah!,Sun Oct 26 01:16:46 +0000 2025,@aniesbaswedan Cepet ngaku siapa yang ngasih tau pak Anies soal produce 101 heh 😭👊,3,0
"Permisi, saya baru aktif lagi di LinkedIn setahun terakhir, ini maksudnya apa ya? Saya kira saya ikut Produce 101 tadi… 🙏🏼

https://t.co/DVfpx3zwR1 https://t.co/6ZFkjpy7EF",sukunadake,Ryomen Sukuna,Sun Oct 26 00:12:23 +0000 2025,@aniesbaswedan 🎉 congratulations neom cham daedane,3,0
"Permisi, saya baru aktif lagi di LinkedIn setahun terakhir, ini maksudnya apa ya? Saya kira saya ikut Produce 101 tadi… 🙏🏼

https://t.co/DVfpx3zwR1 https://t.co/6ZFkjpy7EF",ufeelsofar,r,Sun Oct 26 15:50:52 +0000 2025,"@aniesbaswedan kan uda bangun agensi sndiri jd ceo, gauza berfikir utk survival show y",0,0
"Permisi, saya baru aktif lagi di LinkedIn setahun terakhir, ini maksudnya apa ya? Saya kira saya ikut Produce 101 tadi… 🙏🏼

https://t.co/DVfpx3zwR1 https://t.co/6ZFkjpy7EF",soulssideup,idndu,Sun Oct 26 00:20:56 +0000 2025,@aniesbaswedan yaallah tbtb banget produce 101🤣🤣 tauuan aja si bapakk😭🤣😭,2,0
"Permisi, saya baru aktif lagi di LinkedIn setahun terakhir, ini maksudnya apa ya? Saya kira saya ikut Produce 101 tadi… 🙏🏼

https://t.co/DVfpx3zwR1 https://t.co/6ZFkjpy7EF",origginally,ohhgtyah,Mon Oct 27 13:36:47 +0000 2025,@aniesbaswedan ga ekspek pak anies tau produce 101😭,0,0
"Permisi, saya baru aktif lagi di LinkedIn setahun terakhir, ini maksudnya apa ya? Saya kira saya ikut Produce 101 tadi… 🙏🏼

https://t.co/DVfpx3zwR1 https://t.co/6ZFkjpy7EF",gyugemoy,Neo🍉🍉,Sun Oct 26 03:32:03 +0000 2025,@aniesbaswedan Nyanyi pick me dulu dong,0,0
"Permisi, saya baru aktif lagi di LinkedIn setahun terakhir, ini maksudnya apa ya? Saya kira saya ikut Produce 101 tadi… 🙏🏼

https://t.co/DVfpx3zwR1 https://t.co/6ZFkjpy7EF",zshidou,🌟🐟,Sun Oct 26 00:50:22 +0000 2025,"@aniesbaswedan MasyaAllah, beneran segeng sama wonyoung awkwekwekwek. serba salah of the year",4,0
"Permisi, saya baru aktif lagi di LinkedIn setahun terakhir, ini maksudnya apa ya? Saya kira saya ikut Produce 101 tadi… 🙏🏼

https://t.co/DVfpx3zwR1 https://t.co/6ZFkjpy7EF",i244AM,aiy kinda ia,Sun Oct 26 06:05:39 +0000 2025,@aniesbaswedan KOK TAU-TAUAN PD101 😭,2,0
"Permisi, saya baru aktif lagi di LinkedIn setahun terakhir, ini maksudnya apa ya? Saya kira saya ikut Produce 101 tadi… 🙏🏼

https://t.co/DVfpx3zwR1 https://t.co/6ZFkjpy7EF",dowoonlysm,icaᵕ̈,Sun Oct 26 02:16:27 +0000 2025,"@aniesbaswedan kalo bapak ikut produce101 tapi gak debut, saya tantrum ya pak😭😭",1,0
