author_tweet,username,name,created_at,text,likes,retweets
"Yang motoran lewat jembatan ini tiap hari, pasti jago ikut lomba trail.

Doakan ikhtiar renovasinya lancar ya, biar enggak perlu lagi uji nyali tiap musim hujan. https://t.co/KIIGsE8YKY",AhmadBasrah6,Ahmad Basrah,Wed Oct 22 12:58:22 +0000 2025,@aniesbaswedan @aksibersama_ Barakallah fiikum @aniesbaswedan sehat selalu...,0,0
"Yang motoran lewat jembatan ini tiap hari, pasti jago ikut lomba trail.

Doakan ikhtiar renovasinya lancar ya, biar enggak perlu lagi uji nyali tiap musim hujan. https://t.co/KIIGsE8YKY",gumarang19925,Gumarang,Wed Oct 22 12:47:38 +0000 2025,@aniesbaswedan @aksibersama_ 💪👍,0,0
"Yang motoran lewat jembatan ini tiap hari, pasti jago ikut lomba trail.

Doakan ikhtiar renovasinya lancar ya, biar enggak perlu lagi uji nyali tiap musim hujan. https://t.co/KIIGsE8YKY",ahmadsalam0741,Beranijadi_OPOSISI.hebat 📌,Wed Oct 22 08:29:51 +0000 2025,"@aniesbaswedan @aksibersama_ Aamiin, semoga dilancarkan semuanya 🤲",0,0
"Yang motoran lewat jembatan ini tiap hari, pasti jago ikut lomba trail.

Doakan ikhtiar renovasinya lancar ya, biar enggak perlu lagi uji nyali tiap musim hujan. https://t.co/KIIGsE8YKY",MrNAW2,THALAKA,Sat Oct 25 00:46:32 +0000 2025,@aniesbaswedan @aksibersama_ Rekayasa persepsi komunal.,0,0
"Yang motoran lewat jembatan ini tiap hari, pasti jago ikut lomba trail.

Doakan ikhtiar renovasinya lancar ya, biar enggak perlu lagi uji nyali tiap musim hujan. https://t.co/KIIGsE8YKY",Dydhie678,Dydhie,Wed Oct 22 06:59:12 +0000 2025,@aniesbaswedan @aksibersama_ Barakallaah fiikum pak Anies..🤲,0,0
"Yang motoran lewat jembatan ini tiap hari, pasti jago ikut lomba trail.

Doakan ikhtiar renovasinya lancar ya, biar enggak perlu lagi uji nyali tiap musim hujan. https://t.co/KIIGsE8YKY",hritvik_027,Hritvik_🦋,Fri Oct 24 14:28:44 +0000 2025,@aniesbaswedan @aksibersama_ Yes,0,0
"Yang motoran lewat jembatan ini tiap hari, pasti jago ikut lomba trail.

Doakan ikhtiar renovasinya lancar ya, biar enggak perlu lagi uji nyali tiap musim hujan. https://t.co/KIIGsE8YKY",Jamfashion15748,Anies Yaman Anak Wabah,Tue Oct 21 12:38:46 +0000 2025,@aniesbaswedan @aksibersama_ Ngapain nis lontang lantung😂😂 Jadi ojol kek biar ada kerjaan,1,1
"Yang motoran lewat jembatan ini tiap hari, pasti jago ikut lomba trail.

Doakan ikhtiar renovasinya lancar ya, biar enggak perlu lagi uji nyali tiap musim hujan. https://t.co/KIIGsE8YKY",SinisSince94,bebasAja,Wed Oct 22 04:45:49 +0000 2025,@aniesbaswedan @aksibersama_ https://t.co/avWjXIMZlu,1,0
"Yang motoran lewat jembatan ini tiap hari, pasti jago ikut lomba trail.

Doakan ikhtiar renovasinya lancar ya, biar enggak perlu lagi uji nyali tiap musim hujan. https://t.co/KIIGsE8YKY",Subarjo58020825,Lintang,Wed Oct 22 08:50:54 +0000 2025,"@aniesbaswedan @aksibersama_ 2029 masih jauh, dah kampanye aja",1,0
"Halo! Akhir pekan ini, insyaAllah kami akan berkunjung ke Jerman dan Belanda.

Di Jerman, kami akan berdialog di Universität Duisburg–Essen, membahas tentang pendidikan, kebangsaan, dan kiprah diaspora. Lalu berlanjut ke Belanda, berbagi gagasan di Wageningen University &amp; https://t.co/eKtpe1B8lX",purwodiyono,I Stand With Palestine,Tue Oct 21 07:26:06 +0000 2025,"@aniesbaswedan Kita lebih tau gagasan beliau daripada para wakil² kita, bahkan gagasan presiden &amp; wapres.",146,3
"Halo! Akhir pekan ini, insyaAllah kami akan berkunjung ke Jerman dan Belanda.

Di Jerman, kami akan berdialog di Universität Duisburg–Essen, membahas tentang pendidikan, kebangsaan, dan kiprah diaspora. Lalu berlanjut ke Belanda, berbagi gagasan di Wageningen University &amp; https://t.co/eKtpe1B8lX",oman_man89,manOman,Tue Oct 21 07:16:46 +0000 2025,"@aniesbaswedan Abah Anies ini memang bukan sembarang Abah. Walau termul kompak giring opini tuding Abah 'pengangguran' , tapi ternyata pengangguran yg aktivitasnya segudang. Anjang sana berbagi pengalaman dan ilmu pengetahuan. 
Mantab.",72,1
"Halo! Akhir pekan ini, insyaAllah kami akan berkunjung ke Jerman dan Belanda.

Di Jerman, kami akan berdialog di Universität Duisburg–Essen, membahas tentang pendidikan, kebangsaan, dan kiprah diaspora. Lalu berlanjut ke Belanda, berbagi gagasan di Wageningen University &amp; https://t.co/eKtpe1B8lX",__o_orem,ourem__2,Tue Oct 21 08:14:20 +0000 2025,"@aniesbaswedan Abah, aku lagi mengusahakan lanjut study ke Wageningen. Mohon doanya, ya. 😁🍀✨",37,0
"Halo! Akhir pekan ini, insyaAllah kami akan berkunjung ke Jerman dan Belanda.

Di Jerman, kami akan berdialog di Universität Duisburg–Essen, membahas tentang pendidikan, kebangsaan, dan kiprah diaspora. Lalu berlanjut ke Belanda, berbagi gagasan di Wageningen University &amp; https://t.co/eKtpe1B8lX",santiagoalimun,seven.,Tue Oct 21 10:07:39 +0000 2025,"@aniesbaswedan Setelah itu lanjut ke Swedia, dong, Pak! Nanti buat dialognya di daerah Malmo, jadi mahasiswa yang di Copenhagen, Denmark bisa ikut. Atau, buat di Copenghagen juga gapapa. Yang dari Swedia daerah Malmo dan Lund bisa datang ke sana!😄",30,0
"Halo! Akhir pekan ini, insyaAllah kami akan berkunjung ke Jerman dan Belanda.

Di Jerman, kami akan berdialog di Universität Duisburg–Essen, membahas tentang pendidikan, kebangsaan, dan kiprah diaspora. Lalu berlanjut ke Belanda, berbagi gagasan di Wageningen University &amp; https://t.co/eKtpe1B8lX",Ikouni21,Ikouni,Tue Oct 21 07:01:45 +0000 2025,"@aniesbaswedan MasyaaAllah Pak Anis, Semoga berjalan lancar ya pak.. Sehat sehat dan Allah akan jaga dengan Sebaik. baik penjagaaNYA.",24,0
"Halo! Akhir pekan ini, insyaAllah kami akan berkunjung ke Jerman dan Belanda.

Di Jerman, kami akan berdialog di Universität Duisburg–Essen, membahas tentang pendidikan, kebangsaan, dan kiprah diaspora. Lalu berlanjut ke Belanda, berbagi gagasan di Wageningen University &amp; https://t.co/eKtpe1B8lX",sj_kilabret,Udin kuncir👶🇵🇸🇵🇸🇵🇸,Tue Oct 21 08:23:46 +0000 2025,"@aniesbaswedan Ajak juga wapres ini pak,
Katanya menurut survei orang ini pinter dan visioner. https://t.co/BdAdrqwMhP",19,0
"Halo! Akhir pekan ini, insyaAllah kami akan berkunjung ke Jerman dan Belanda.

Di Jerman, kami akan berdialog di Universität Duisburg–Essen, membahas tentang pendidikan, kebangsaan, dan kiprah diaspora. Lalu berlanjut ke Belanda, berbagi gagasan di Wageningen University &amp; https://t.co/eKtpe1B8lX",ashep_ceria,sepi_ing_pamrih,Tue Oct 21 10:06:05 +0000 2025,@aniesbaswedan Jangan lupa ini di ajak pak siapa tau diaspora pengen tau tulisan dan tanda tangan nya 😁😁😁 https://t.co/5VEEZyxb5h,13,1
"Halo! Akhir pekan ini, insyaAllah kami akan berkunjung ke Jerman dan Belanda.

Di Jerman, kami akan berdialog di Universität Duisburg–Essen, membahas tentang pendidikan, kebangsaan, dan kiprah diaspora. Lalu berlanjut ke Belanda, berbagi gagasan di Wageningen University &amp; https://t.co/eKtpe1B8lX",yudiwibowo976,Aseli Klaten,Tue Oct 21 11:42:01 +0000 2025,@aniesbaswedan https://t.co/gCacWYfffj,11,2
"Halo! Akhir pekan ini, insyaAllah kami akan berkunjung ke Jerman dan Belanda.

Di Jerman, kami akan berdialog di Universität Duisburg–Essen, membahas tentang pendidikan, kebangsaan, dan kiprah diaspora. Lalu berlanjut ke Belanda, berbagi gagasan di Wageningen University &amp; https://t.co/eKtpe1B8lX",RafaCyril,cyril rafa,Tue Oct 21 07:07:59 +0000 2025,@aniesbaswedan Semoga Alloh SubhAnahu wa Ta'ala mudahkan dan lancarkan urusan Pak Anies,14,0
"Halo! Akhir pekan ini, insyaAllah kami akan berkunjung ke Jerman dan Belanda.

Di Jerman, kami akan berdialog di Universität Duisburg–Essen, membahas tentang pendidikan, kebangsaan, dan kiprah diaspora. Lalu berlanjut ke Belanda, berbagi gagasan di Wageningen University &amp; https://t.co/eKtpe1B8lX",6omihb9,в,Tue Oct 21 07:06:39 +0000 2025,"@aniesbaswedan Makan siang pakai apa sih bisa keren terus, Pak?",9,0
"Halo! Akhir pekan ini, insyaAllah kami akan berkunjung ke Jerman dan Belanda.

Di Jerman, kami akan berdialog di Universität Duisburg–Essen, membahas tentang pendidikan, kebangsaan, dan kiprah diaspora. Lalu berlanjut ke Belanda, berbagi gagasan di Wageningen University &amp; https://t.co/eKtpe1B8lX",amangwakid1,amangwakid,Tue Oct 21 07:18:38 +0000 2025,"@aniesbaswedan Fi Amanillah 
Selamat Sampek tujuan dan selalu dalam keberkahan",6,0
"Halo! Akhir pekan ini, insyaAllah kami akan berkunjung ke Jerman dan Belanda.

Di Jerman, kami akan berdialog di Universität Duisburg–Essen, membahas tentang pendidikan, kebangsaan, dan kiprah diaspora. Lalu berlanjut ke Belanda, berbagi gagasan di Wageningen University &amp; https://t.co/eKtpe1B8lX",IrwanIs36647816,Irwan Ismail,Tue Oct 21 10:47:57 +0000 2025,"@aniesbaswedan Mantan capres ini sibuk sekali ya,,, diundang kesana kemari jadi pembicara di dalam dan luar negeri. 👍👍👍💪💪💪.
Pasti ijazahnya asli.",6,0
"Halo! Akhir pekan ini, insyaAllah kami akan berkunjung ke Jerman dan Belanda.

Di Jerman, kami akan berdialog di Universität Duisburg–Essen, membahas tentang pendidikan, kebangsaan, dan kiprah diaspora. Lalu berlanjut ke Belanda, berbagi gagasan di Wageningen University &amp; https://t.co/eKtpe1B8lX",abdulsalam39794,Abdul Salam,Tue Oct 21 07:05:52 +0000 2025,@aniesbaswedan angkat saya jadi murid mu  suhu....🙏🙏,6,0
"Halo! Akhir pekan ini, insyaAllah kami akan berkunjung ke Jerman dan Belanda.

Di Jerman, kami akan berdialog di Universität Duisburg–Essen, membahas tentang pendidikan, kebangsaan, dan kiprah diaspora. Lalu berlanjut ke Belanda, berbagi gagasan di Wageningen University &amp; https://t.co/eKtpe1B8lX",bleketetet,Ⓜ️e⭕ng,Tue Oct 21 07:05:34 +0000 2025,"@aniesbaswedan Inget, pesan bapak onoh ya, jangan jelek jelekan dia, krn sama dgn menjelekkan negara sendiri. Puji lah dia sampe keluar angkasa, pokoknya harus puji. 🤭",5,0
"Halo! Akhir pekan ini, insyaAllah kami akan berkunjung ke Jerman dan Belanda.

Di Jerman, kami akan berdialog di Universität Duisburg–Essen, membahas tentang pendidikan, kebangsaan, dan kiprah diaspora. Lalu berlanjut ke Belanda, berbagi gagasan di Wageningen University &amp; https://t.co/eKtpe1B8lX",woilo_official,Woilo,Tue Oct 21 07:03:18 +0000 2025,"@aniesbaswedan Wah, pak! Semoga kunjungan ini sukses dan membawa banyak manfaat untuk pendidikan dan kebangsaan kita. Terima kasih atas informasinya!
#indonesia",5,0
"Halo! Akhir pekan ini, insyaAllah kami akan berkunjung ke Jerman dan Belanda.

Di Jerman, kami akan berdialog di Universität Duisburg–Essen, membahas tentang pendidikan, kebangsaan, dan kiprah diaspora. Lalu berlanjut ke Belanda, berbagi gagasan di Wageningen University &amp; https://t.co/eKtpe1B8lX",agomala,Agus Gomala,Tue Oct 21 07:15:13 +0000 2025,@aniesbaswedan Coba ajak Bapak itu 👉,5,0
"Halo! Akhir pekan ini, insyaAllah kami akan berkunjung ke Jerman dan Belanda.

Di Jerman, kami akan berdialog di Universität Duisburg–Essen, membahas tentang pendidikan, kebangsaan, dan kiprah diaspora. Lalu berlanjut ke Belanda, berbagi gagasan di Wageningen University &amp; https://t.co/eKtpe1B8lX",suprayitno_r,Rachmat_Suprayitno,Tue Oct 21 07:24:27 +0000 2025,@aniesbaswedan Abah boleh aku ikut? Jadi kang bawa koper juga gak masalah..,5,0
"Halo! Akhir pekan ini, insyaAllah kami akan berkunjung ke Jerman dan Belanda.

Di Jerman, kami akan berdialog di Universität Duisburg–Essen, membahas tentang pendidikan, kebangsaan, dan kiprah diaspora. Lalu berlanjut ke Belanda, berbagi gagasan di Wageningen University &amp; https://t.co/eKtpe1B8lX",MataunTuon,Zen Achmad Mataun,Tue Oct 21 22:34:27 +0000 2025,@aniesbaswedan Sesekali bisa ngga bantu ngasih kuliah tentang perdamaian di Yaman. Yaman butuh pencerahan.,2,1
"Halo! Akhir pekan ini, insyaAllah kami akan berkunjung ke Jerman dan Belanda.

Di Jerman, kami akan berdialog di Universität Duisburg–Essen, membahas tentang pendidikan, kebangsaan, dan kiprah diaspora. Lalu berlanjut ke Belanda, berbagi gagasan di Wageningen University &amp; https://t.co/eKtpe1B8lX",greenblube,anak middle,Tue Oct 21 07:18:16 +0000 2025,"@aniesbaswedan Masih di indo pak, otw nih",4,0
"Halo! Akhir pekan ini, insyaAllah kami akan berkunjung ke Jerman dan Belanda.

Di Jerman, kami akan berdialog di Universität Duisburg–Essen, membahas tentang pendidikan, kebangsaan, dan kiprah diaspora. Lalu berlanjut ke Belanda, berbagi gagasan di Wageningen University &amp; https://t.co/eKtpe1B8lX",mwkerr1916,err 👨🏻‍🎓 𝕏,Tue Oct 21 09:53:48 +0000 2025,"@aniesbaswedan Beneran nanya ini, presiden @prabowo setelah dilantik pernah ga sih jadi pembicara di kampus?",3,0
"Halo! Akhir pekan ini, insyaAllah kami akan berkunjung ke Jerman dan Belanda.

Di Jerman, kami akan berdialog di Universität Duisburg–Essen, membahas tentang pendidikan, kebangsaan, dan kiprah diaspora. Lalu berlanjut ke Belanda, berbagi gagasan di Wageningen University &amp; https://t.co/eKtpe1B8lX",ajoraharjo,Ajo,Tue Oct 21 07:07:39 +0000 2025,@aniesbaswedan Mana bisa fufufafa,3,0
"Halo! Akhir pekan ini, insyaAllah kami akan berkunjung ke Jerman dan Belanda.

Di Jerman, kami akan berdialog di Universität Duisburg–Essen, membahas tentang pendidikan, kebangsaan, dan kiprah diaspora. Lalu berlanjut ke Belanda, berbagi gagasan di Wageningen University &amp; https://t.co/eKtpe1B8lX",Muhamma61487921,panglima sudirman,Tue Oct 21 23:20:20 +0000 2025,"@aniesbaswedan @marlina_idha Membahas pendidikan dulu jadi mentri pendidikan nhak becus , kok ya ada yg mengundang orang seperti kamu , cumak bisa ngomong gagasan tapi nol hasil ,orang sepertimu ngak cocok  hidup di nkri ,imgran kamu ngak usah kembali lagi ke indo ,",3,0
"Halo! Akhir pekan ini, insyaAllah kami akan berkunjung ke Jerman dan Belanda.

Di Jerman, kami akan berdialog di Universität Duisburg–Essen, membahas tentang pendidikan, kebangsaan, dan kiprah diaspora. Lalu berlanjut ke Belanda, berbagi gagasan di Wageningen University &amp; https://t.co/eKtpe1B8lX",pinsa81,Pinsa81,Wed Oct 22 03:49:37 +0000 2025,"@aniesbaswedan Pak, temenin pak Purbaya nanti klo udh pulang dari Jerman ya... Di dukung pak semoga negara ini bisa berada di jalur yang penuh kemaslahatan bagi masyarakat Indonesia kesejahteraan bagi rakyatnya bisa di rasakan aamiin",2,0
"Halo! Akhir pekan ini, insyaAllah kami akan berkunjung ke Jerman dan Belanda.

Di Jerman, kami akan berdialog di Universität Duisburg–Essen, membahas tentang pendidikan, kebangsaan, dan kiprah diaspora. Lalu berlanjut ke Belanda, berbagi gagasan di Wageningen University &amp; https://t.co/eKtpe1B8lX",thekangju,siNdoro Sumbing,Tue Oct 21 07:29:06 +0000 2025,"@aniesbaswedan Pak abah ini memang hebat, jangan2 pak abah ini wali.",2,0
"Halo! Akhir pekan ini, insyaAllah kami akan berkunjung ke Jerman dan Belanda.

Di Jerman, kami akan berdialog di Universität Duisburg–Essen, membahas tentang pendidikan, kebangsaan, dan kiprah diaspora. Lalu berlanjut ke Belanda, berbagi gagasan di Wageningen University &amp; https://t.co/eKtpe1B8lX",era_gunawan,e r a,Tue Oct 21 07:34:43 +0000 2025,@aniesbaswedan Ini loh contohnya @NoitusanMahri,2,0
"Halo! Akhir pekan ini, insyaAllah kami akan berkunjung ke Jerman dan Belanda.

Di Jerman, kami akan berdialog di Universität Duisburg–Essen, membahas tentang pendidikan, kebangsaan, dan kiprah diaspora. Lalu berlanjut ke Belanda, berbagi gagasan di Wageningen University &amp; https://t.co/eKtpe1B8lX",babehmardani69,Mardani Babeoh,Tue Oct 21 15:05:20 +0000 2025,@aniesbaswedan Abis itu ke yaman  ada orang Indonesia d sana jg,0,1
"Halo! Akhir pekan ini, insyaAllah kami akan berkunjung ke Jerman dan Belanda.

Di Jerman, kami akan berdialog di Universität Duisburg–Essen, membahas tentang pendidikan, kebangsaan, dan kiprah diaspora. Lalu berlanjut ke Belanda, berbagi gagasan di Wageningen University &amp; https://t.co/eKtpe1B8lX",Ayyasy2311,🔻HAAK🔻,Tue Oct 21 12:32:12 +0000 2025,"@aniesbaswedan Ternyata kesibukan tidak diukur dengan jabatan 
Baarokalloohu fiikum jamii'an 
Fii amaanillaah",2,0
"Halo! Akhir pekan ini, insyaAllah kami akan berkunjung ke Jerman dan Belanda.

Di Jerman, kami akan berdialog di Universität Duisburg–Essen, membahas tentang pendidikan, kebangsaan, dan kiprah diaspora. Lalu berlanjut ke Belanda, berbagi gagasan di Wageningen University &amp; https://t.co/eKtpe1B8lX",nkri_yes,KEOK di 16%,Tue Oct 21 13:17:19 +0000 2025,@aniesbaswedan Mau kemana pun kau emang nya kenapa nis.. nggk ada urusan lah..,0,1
"Halo! Akhir pekan ini, insyaAllah kami akan berkunjung ke Jerman dan Belanda.

Di Jerman, kami akan berdialog di Universität Duisburg–Essen, membahas tentang pendidikan, kebangsaan, dan kiprah diaspora. Lalu berlanjut ke Belanda, berbagi gagasan di Wageningen University &amp; https://t.co/eKtpe1B8lX",grestenaniwan,Grestenan,Tue Oct 21 12:52:23 +0000 2025,"@aniesbaswedan Cocoknya pak Anies memang jadi pengajar atau dosen pak, sudah passion nya",1,0
"Halo! Akhir pekan ini, insyaAllah kami akan berkunjung ke Jerman dan Belanda.

Di Jerman, kami akan berdialog di Universität Duisburg–Essen, membahas tentang pendidikan, kebangsaan, dan kiprah diaspora. Lalu berlanjut ke Belanda, berbagi gagasan di Wageningen University &amp; https://t.co/eKtpe1B8lX",Bambang80369845,bambang hermanto,Wed Oct 22 01:59:52 +0000 2025,@aniesbaswedan Mau ke Luar Negri mana kek emang gua pikirin.....,1,0
"Halo! Akhir pekan ini, insyaAllah kami akan berkunjung ke Jerman dan Belanda.

Di Jerman, kami akan berdialog di Universität Duisburg–Essen, membahas tentang pendidikan, kebangsaan, dan kiprah diaspora. Lalu berlanjut ke Belanda, berbagi gagasan di Wageningen University &amp; https://t.co/eKtpe1B8lX",Ni37102593Wilda,Si eNeng.,Tue Oct 21 11:43:30 +0000 2025,@aniesbaswedan Pengangguran mah bebas atuhhh Bahhh😅,1,0
"Halo! Akhir pekan ini, insyaAllah kami akan berkunjung ke Jerman dan Belanda.

Di Jerman, kami akan berdialog di Universität Duisburg–Essen, membahas tentang pendidikan, kebangsaan, dan kiprah diaspora. Lalu berlanjut ke Belanda, berbagi gagasan di Wageningen University &amp; https://t.co/eKtpe1B8lX",anis_mualim,anis mualim,Tue Oct 21 08:26:25 +0000 2025,@aniesbaswedan Fii Amanillah Pak @aniesbaswedan semoga apa yang di sampaikan dapat menambah pengalaman dalam diri audiens dan diri pak Anies. Sehat selalu.,1,0
"Halo! Akhir pekan ini, insyaAllah kami akan berkunjung ke Jerman dan Belanda.

Di Jerman, kami akan berdialog di Universität Duisburg–Essen, membahas tentang pendidikan, kebangsaan, dan kiprah diaspora. Lalu berlanjut ke Belanda, berbagi gagasan di Wageningen University &amp; https://t.co/eKtpe1B8lX",RusliMarzuki4,Rusli Marzuki,Thu Oct 23 07:51:49 +0000 2025,"@aniesbaswedan Baru Mantan calon Presiden saja sudah lintas negara pemikiran nya dibutuhkan. Membayangkan beliau jadi Presiden dan menarik putra-putri berpratasi diluar negeri, cita cita Indonesia Emas bisa lebih cepat terealisasi.",1,0
"Halo! Akhir pekan ini, insyaAllah kami akan berkunjung ke Jerman dan Belanda.

Di Jerman, kami akan berdialog di Universität Duisburg–Essen, membahas tentang pendidikan, kebangsaan, dan kiprah diaspora. Lalu berlanjut ke Belanda, berbagi gagasan di Wageningen University &amp; https://t.co/eKtpe1B8lX",gapengensusah,Jak,Tue Oct 21 12:24:20 +0000 2025,"@aniesbaswedan Respect sih ini, wapres kita sama si gendut mana berani datengin diaspora2 begini",1,0
"Halo! Akhir pekan ini, insyaAllah kami akan berkunjung ke Jerman dan Belanda.

Di Jerman, kami akan berdialog di Universität Duisburg–Essen, membahas tentang pendidikan, kebangsaan, dan kiprah diaspora. Lalu berlanjut ke Belanda, berbagi gagasan di Wageningen University &amp; https://t.co/eKtpe1B8lX",writerfreax,writerfreax,Tue Oct 21 09:20:58 +0000 2025,@aniesbaswedan Sederhana tapi MoeljoFafa bisa,1,0
"Halo! Akhir pekan ini, insyaAllah kami akan berkunjung ke Jerman dan Belanda.

Di Jerman, kami akan berdialog di Universität Duisburg–Essen, membahas tentang pendidikan, kebangsaan, dan kiprah diaspora. Lalu berlanjut ke Belanda, berbagi gagasan di Wageningen University &amp; https://t.co/eKtpe1B8lX",iannisaaa_,🦉soylagooo🦉 #team55,Tue Oct 21 08:06:44 +0000 2025,@aniesbaswedan Abah mau dududu max verstappen ya ke belanda?,1,0
"Halo! Akhir pekan ini, insyaAllah kami akan berkunjung ke Jerman dan Belanda.

Di Jerman, kami akan berdialog di Universität Duisburg–Essen, membahas tentang pendidikan, kebangsaan, dan kiprah diaspora. Lalu berlanjut ke Belanda, berbagi gagasan di Wageningen University &amp; https://t.co/eKtpe1B8lX",ayamsarundeng,.,Tue Oct 21 07:01:15 +0000 2025,@aniesbaswedan IKUUUT,1,0
"Halo! Akhir pekan ini, insyaAllah kami akan berkunjung ke Jerman dan Belanda.

Di Jerman, kami akan berdialog di Universität Duisburg–Essen, membahas tentang pendidikan, kebangsaan, dan kiprah diaspora. Lalu berlanjut ke Belanda, berbagi gagasan di Wageningen University &amp; https://t.co/eKtpe1B8lX",dheniema,dhens,Tue Oct 21 10:12:37 +0000 2025,"@aniesbaswedan selamat pak,semoga selalu dlm rahmat dan pelindungan Allah SWT...",1,0
"Halo! Akhir pekan ini, insyaAllah kami akan berkunjung ke Jerman dan Belanda.

Di Jerman, kami akan berdialog di Universität Duisburg–Essen, membahas tentang pendidikan, kebangsaan, dan kiprah diaspora. Lalu berlanjut ke Belanda, berbagi gagasan di Wageningen University &amp; https://t.co/eKtpe1B8lX",11rbTriliun,Lurah Cungkring,Wed Oct 22 00:38:28 +0000 2025,@aniesbaswedan FUFUFAF diajak juga pak di nkri jg cuma main TAMIYA kerjanya padahal gaji dr uang pajak segede gaban tiap bulannya,1,0
"Halo! Akhir pekan ini, insyaAllah kami akan berkunjung ke Jerman dan Belanda.

Di Jerman, kami akan berdialog di Universität Duisburg–Essen, membahas tentang pendidikan, kebangsaan, dan kiprah diaspora. Lalu berlanjut ke Belanda, berbagi gagasan di Wageningen University &amp; https://t.co/eKtpe1B8lX",siputify,noey WONEDAY,Tue Oct 21 07:35:02 +0000 2025,@aniesbaswedan Ikut bah. Tapi ga punya ongkosnya 😁,1,0
"Halo! Akhir pekan ini, insyaAllah kami akan berkunjung ke Jerman dan Belanda.

Di Jerman, kami akan berdialog di Universität Duisburg–Essen, membahas tentang pendidikan, kebangsaan, dan kiprah diaspora. Lalu berlanjut ke Belanda, berbagi gagasan di Wageningen University &amp; https://t.co/eKtpe1B8lX",AgusSud22579681,Agus Sudaryanto,Tue Oct 21 08:59:44 +0000 2025,@aniesbaswedan We wok de tok ga diajak pak??,1,0
"Halo! Akhir pekan ini, insyaAllah kami akan berkunjung ke Jerman dan Belanda.

Di Jerman, kami akan berdialog di Universität Duisburg–Essen, membahas tentang pendidikan, kebangsaan, dan kiprah diaspora. Lalu berlanjut ke Belanda, berbagi gagasan di Wageningen University &amp; https://t.co/eKtpe1B8lX",RomiyatiWj74336,Wjji Romiyati,Thu Oct 23 04:06:33 +0000 2025,@aniesbaswedan Semoga Allah mudahkan urusannya pak @aniesbaswedan,1,0
"Halo! Akhir pekan ini, insyaAllah kami akan berkunjung ke Jerman dan Belanda.

Di Jerman, kami akan berdialog di Universität Duisburg–Essen, membahas tentang pendidikan, kebangsaan, dan kiprah diaspora. Lalu berlanjut ke Belanda, berbagi gagasan di Wageningen University &amp; https://t.co/eKtpe1B8lX",Abdurrahman_10,Abdurrahman M 🇵🇸,Tue Oct 21 07:13:16 +0000 2025,@aniesbaswedan Ke Belanda nyari pemain timnas baru kah pak?,1,0
"Halo! Akhir pekan ini, insyaAllah kami akan berkunjung ke Jerman dan Belanda.

Di Jerman, kami akan berdialog di Universität Duisburg–Essen, membahas tentang pendidikan, kebangsaan, dan kiprah diaspora. Lalu berlanjut ke Belanda, berbagi gagasan di Wageningen University &amp; https://t.co/eKtpe1B8lX",IsmailMSH2,"Ismail M,SH",Tue Oct 21 08:56:38 +0000 2025,@aniesbaswedan 👍👍,1,0
"Halo! Akhir pekan ini, insyaAllah kami akan berkunjung ke Jerman dan Belanda.

Di Jerman, kami akan berdialog di Universität Duisburg–Essen, membahas tentang pendidikan, kebangsaan, dan kiprah diaspora. Lalu berlanjut ke Belanda, berbagi gagasan di Wageningen University &amp; https://t.co/eKtpe1B8lX",NPlangaplongo,Non Plangaplongo,Wed Oct 22 09:55:22 +0000 2025,@aniesbaswedan Ajak gibran pak...,1,0
"Halo! Akhir pekan ini, insyaAllah kami akan berkunjung ke Jerman dan Belanda.

Di Jerman, kami akan berdialog di Universität Duisburg–Essen, membahas tentang pendidikan, kebangsaan, dan kiprah diaspora. Lalu berlanjut ke Belanda, berbagi gagasan di Wageningen University &amp; https://t.co/eKtpe1B8lX",NicoN28100,Noviandri Nico,Tue Oct 21 22:04:13 +0000 2025,@aniesbaswedan Kenapa dulu p Anies dukung Mukidi? Banyak yg ikut lho milih pemimpin yg tidak kompeten.. kok nggak ngerti karakter Mukidi,1,0
"Halo! Akhir pekan ini, insyaAllah kami akan berkunjung ke Jerman dan Belanda.

Di Jerman, kami akan berdialog di Universität Duisburg–Essen, membahas tentang pendidikan, kebangsaan, dan kiprah diaspora. Lalu berlanjut ke Belanda, berbagi gagasan di Wageningen University &amp; https://t.co/eKtpe1B8lX",dieeuleliebt,Oli,Tue Oct 21 23:47:00 +0000 2025,@aniesbaswedan Ya Allah mau kuliah di UvA,1,0
"Halo! Akhir pekan ini, insyaAllah kami akan berkunjung ke Jerman dan Belanda.

Di Jerman, kami akan berdialog di Universität Duisburg–Essen, membahas tentang pendidikan, kebangsaan, dan kiprah diaspora. Lalu berlanjut ke Belanda, berbagi gagasan di Wageningen University &amp; https://t.co/eKtpe1B8lX",free_m4,Freedom,Tue Oct 21 11:21:42 +0000 2025,"@aniesbaswedan Mantap Kampanye sejak dini, 11-12 dg Termul",0,0
"Halo! Akhir pekan ini, insyaAllah kami akan berkunjung ke Jerman dan Belanda.

Di Jerman, kami akan berdialog di Universität Duisburg–Essen, membahas tentang pendidikan, kebangsaan, dan kiprah diaspora. Lalu berlanjut ke Belanda, berbagi gagasan di Wageningen University &amp; https://t.co/eKtpe1B8lX",hiliricaci,Asher,Tue Oct 21 09:49:59 +0000 2025,@aniesbaswedan omon omon mulu dah anis ni,0,0
